title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
dimwishlist:item=2579693381&perks=202670084,3142289711,776531651,2048641572
dimwishlist:item=2579693381&perks=202670084,3142289711,776531651,3081867624
dimwishlist:item=2579693381&perks=202670084,3142289711,243981275,1134488199
dimwishlist:item=2579693381&perks=202670084,3142289711,243981275,2048641572
dimwishlist:item=2579693381&perks=202670084,3142289711,243981275,3081867624

// DECATUR 02
//notes:[Tier]: S / [Notes]: Frost Armor not as good as Restoration, but still the best kinetic slot option | tags: aegis endgame pve
dimwishlist:item=1850748385&perks=202670084,3142289711,2980589453,692399809
dimwishlist:item=1850748385&perks=202670084,3142289711,2980589453,3081867624
dimwishlist:item=1850748385&perks=202670084,3142289711,2980589453,3201496230
dimwishlist:item=1850748385&perks=202670084,3142289711,2922950962,692399809
dimwishlist:item=1850748385&perks=202670084,3142289711,2922950962,3081867624
dimwishlist:item=1850748385&perks=202670084,3142289711,2922950962,3201496230
dimwishlist:item=1850748385&perks=202670084,3142289711,243981275,692399809
dimwishlist:item=1850748385&perks=202670084,3142289711,243981275,3081867624
dimwishlist:item=1850748385&perks=202670084,3142289711,243981275,3201496230

// Reckless Oracle
//notes:[Tier]: S / [Notes]: every relevant void perk and Chaos to boot, great all around | tags: aegis endgame pve
dimwishlist:item=1992309064&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=1992309064&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=1992309064&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=1992309064&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=1992309064&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=1992309064&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=1992309064&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=1992309064&perks=839105230,1431678320,3182497402,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,2048641572,3640170453
dimwishlist:item=4158265643&perks=1840239774,1561002382,2048641572,1134488199
dimwishlist:item=4158265643&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,3182497402,3640170453
dimwishlist:item=4158265643&perks=1840239774,1561002382,3182497402,1134488199
dimwishlist:item=4158265643&perks=1840239774,1561002382,4019266109,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,4019266109,3640170453
dimwishlist:item=4158265643&perks=1840239774,1561002382,4019266109,1134488199
dimwishlist:item=4158265643&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=4158265643&perks=1840239774,1431678320,2048641572,3640170453
dimwishlist:item=4158265643&perks=1840239774,1431678320,2048641572,1134488199
dimwishlist:item=4158265643&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=4158265643&perks=1840239774,1431678320,3182497402,3640170453
dimwishlist:item=4158265643&perks=1840239774,1431678320,3182497402,1134488199
dimwishlist:item=4158265643&perks=1840239774,1431678320,4019266109,776531651
dimwishlist:item=4158265643&perks=1840239774,1431678320,4019266109,3640170453
dimwishlist:item=4158265643&perks=1840239774,1431678320,4019266109,1134488199
dimwishlist:item=4158265643&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=4158265643&perks=839105230,1561002382,2048641572,3640170453
dimwishlist:item=4158265643&perks=839105230,1561002382,2048641572,1134488199
dimwishlist:item=4158265643&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=4158265643&perks=839105230,1561002382,3182497402,3640170453
dimwishlist:item=4158265643&perks=839105230,1561002382,3182497402,1134488199
dimwishlist:item=4158265643&perks=839105230,1561002382,4019266109,776531651
dimwishlist:item=4158265643&perks=839105230,1561002382,4019266109,3640170453
dimwishlist:item=4158265643&perks=839105230,1561002382,4019266109,1134488199
dimwishlist:item=4158265643&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=4158265643&perks=839105230,1431678320,2048641572,3640170453
dimwishlist:item=4158265643&perks=839105230,1431678320,2048641572,1134488199
dimwishlist:item=4158265643&perks=839105230,1431678320,3182497402,776531651
dimwishlist:item=4158265643&perks=839105230,1431678320,3182497402,3640170453
dimwishlist:item=4158265643&perks=839105230,1431678320,3182497402,1134488199
dimwishlist:item=4158265643&perks=839105230,1431678320,4019266109,776531651
dimwishlist:item=4158265643&perks=839105230,1431678320,4019266109,3640170453
dimwishlist:item=4158265643&perks=839105230,1431678320,4019266109,1134488199
dimwishlist:item=1802315656&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=1802315656&perks=1840239774,1561002382,2048641572,3640170453
dimwishlist:item=1802315656&perks=1840239774,1561002382,2048641572,1134488199
dimwishlist:item=1802315656&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=1802315656&perks=1840239774,1561002382,3182497402,3640170453
dimwishlist:item=1802315656&perks=1840239774,1561002382,3182497402,1134488199
dimwishlist:item=1802315656&perks=1840239774,1561002382,4019266109,776531651
dimwishlist:item=1802315656&perks=1840239774,1561002382,4019266109,3640170453
dimwishlist:item=1802315656&perks=1840239774,1561002382,4019266109,1134488199
dimwishlist:item=1802315656&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=1802315656&perks=1840239774,1431678320,2048641572,3640170453
dimwishlist:item=1802315656&perks=1840239774,1431678320,2048641572,1134488199
dimwishlist:item=1802315656&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=1802315656&perks=1840239774,1431678320,3182497402,3640170453
dimwishlist:item=1802315656&perks=1840239774,1431678320,3182497402,1134488199
dimwishlist:item=1802315656&perks=1840239774,1431678320,4019266109,776531651
dimwishlist:item=1802315656&perks=1840239774,1431678320,4019266109,3640170453
dimwishlist:item=1802315656&perks=1840239774,1431678320,4019266109,1134488199
dimwishlist:item=1802315656&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=1802315656&perks=839105230,1561002382,2048641572,3640170453
dimwishlist:item=1802315656&perks=839105230,1561002382,2048641572,1134488199
dimwishlist:item=1802315656&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=1802315656&perks=839105230,1561002382,3182497402,3640170453
dimwishlist:item=1802315656&perks=839105230,1561002382,3182497402,1134488199
dimwishlist:item=1802315656&perks=839105230,1561002382,4019266109,776531651
dimwishlist:item=1802315656&perks=839105230,1561002382,4019266109,3640170453
dimwishlist:item=1802315656&perks=839105230,1561002382,4019266109,1134488199
dimwishlist:item=1802315656&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=1802315656&perks=839105230,1431678320,2048641572,3640170453
dimwishlist:item=1802315656&perks=839105230,1431678320,2048641572,1134488199
dimwishlist:item=1802315656&perks=839105230,1431678320,3182497402,776531651
dimwishlist:item=1802315656&perks=839105230,1431678320,3182497402,3640170453
dimwishlist:item=1802315656&perks=839105230,1431678320,3182497402,1134488199
dimwishlist:item=1802315656&perks=839105230,1431678320,4019266109,776531651
dimwishlist:item=1802315656&perks=839105230,1431678320,4019266109,3640170453
dimwishlist:item=1802315656&perks=839105230,1431678320,4019266109,1134488199

// Gnawing Hunger
//notes:[Tier]: S / [Notes]: better archetype than normal Reckless Oracle, but origin trait is pretty mediocre | tags: aegis endgame pve
dimwishlist:item=214545213&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=214545213&perks=1840239774,1431678320,776531651,3081867624
dimwishlist:item=214545213&perks=1840239774,1431678320,1134488199,2048641572
dimwishlist:item=214545213&perks=1840239774,1431678320,1134488199,3081867624
dimwishlist:item=214545213&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=214545213&perks=839105230,1431678320,776531651,3081867624
dimwishlist:item=214545213&perks=839105230,1431678320,1134488199,2048641572
dimwishlist:item=214545213&perks=839105230,1431678320,1134488199,3081867624

// Reghusk's Pledge
//notes:[Tier]: S / [Notes]: basically Reckless with a few extra perks and a different origin | tags: aegis endgame pve
dimwishlist:item=2370525224&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=2370525224&perks=1840239774,1431678320,2048641572,243981275
dimwishlist:item=2370525224&perks=1840239774,1431678320,2048641572,2610012052
dimwishlist:item=2370525224&perks=1840239774,1431678320,2360347339,776531651
dimwishlist:item=2370525224&perks=1840239774,1431678320,2360347339,243981275
dimwishlist:item=2370525224&perks=1840239774,1431678320,2360347339,2610012052
dimwishlist:item=2370525224&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=2370525224&perks=839105230,1431678320,2048641572,243981275
dimwishlist:item=2370525224&perks=839105230,1431678320,2048641572,2610012052
dimwishlist:item=2370525224&perks=839105230,1431678320,2360347339,776531651
dimwishlist:item=2370525224&perks=839105230,1431678320,2360347339,243981275
dimwishlist:item=2370525224&perks=839105230,1431678320,2360347339,2610012052

// Positive Outlook
//notes:[Tier]: S / [Notes]: one of the less favorable auto archetypes, but perk combos are solid and origin trait is pretty decent | tags: aegis endgame pve
dimwishlist:item=491078457&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=491078457&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=491078457&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=491078457&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3625635456&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3625635456&perks=1840239774,1561002382,776531651,2305480722
dimwishlist:item=3625635456&perks=1840239774,1561002382,1134488199,2048641572
dimwishlist:item=3625635456&perks=1840239774,1561002382,1134488199,2305480722
dimwishlist:item=3625635456&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3625635456&perks=1840239774,1431678320,776531651,2305480722
dimwishlist:item=3625635456&perks=1840239774,1431678320,1134488199,2048641572
dimwishlist:item=3625635456&perks=1840239774,1431678320,1134488199,2305480722
dimwishlist:item=3625635456&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3625635456&perks=839105230,1561002382,776531651,2305480722
dimwishlist:item=3625635456&perks=839105230,1561002382,1134488199,2048641572
dimwishlist:item=3625635456&perks=839105230,1561002382,1134488199,2305480722
dimwishlist:item=3625635456&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3625635456&perks=839105230,1431678320,776531651,2305480722
dimwishlist:item=3625635456&perks=839105230,1431678320,1134488199,2048641572
dimwishlist:item=3625635456&perks=839105230,1431678320,1134488199,2305480722
dimwishlist:item=1832481283&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=1832481283&perks=1840239774,1561002382,776531651,2305480722
dimwishlist:item=1832481283&perks=1840239774,1561002382,1134488199,2048641572
dimwishlist:item=1832481283&perks=1840239774,1561002382,1134488199,2305480722
dimwishlist:item=1832481283&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=1832481283&perks=1840239774,1431678320,776531651,2305480722
dimwishlist:item=1832481283&perks=1840239774,1431678320,1134488199,2048641572
dimwishlist:item=1832481283&perks=1840239774,1431678320,1134488199,2305480722
dimwishlist:item=1832481283&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=1832481283&perks=839105230,1561002382,776531651,2305480722
dimwishlist:item=1832481283&perks=839105230,1561002382,1134488199,2048641572
dimwishlist:item=1832481283&perks=839105230,1561002382,1134488199,2305480722
dimwishlist:item=1832481283&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=1832481283&perks=839105230,1431678320,776531651,2305480722
dimwishlist:item=1832481283&perks=839105230,1431678320,1134488199,2048641572
dimwishlist:item=1832481283&perks=839105230,1431678320,1134488199,2305480722

// Age-Old Bond
//notes:[Tier]: S / [Notes]: solid archetype, classic void combo, has double splash access, no High-Cal and terrible origin | tags: aegis endgame pve
dimwishlist:item=424291879&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=424291879&perks=1840239774,1431678320,776531651,3324494224
dimwishlist:item=424291879&perks=1840239774,1431678320,657025441,2048641572
dimwishlist:item=424291879&perks=1840239774,1431678320,657025441,3324494224
dimwishlist:item=424291879&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=424291879&perks=839105230,1431678320,776531651,3324494224
dimwishlist:item=424291879&perks=839105230,1431678320,657025441,2048641572
dimwishlist:item=424291879&perks=839105230,1431678320,657025441,3324494224

// Reckless Oracle
//notes:[Tier]: S / [Notes]: very solid void auto overall, not best archetype but has core perks | tags: aegis endgame pve
dimwishlist:item=1992309064&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=1992309064&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=1992309064&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=1992309064&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=1992309064&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=1992309064&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=1992309064&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=1992309064&perks=839105230,1431678320,3182497402,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=4158265643&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=4158265643&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=4158265643&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=4158265643&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=4158265643&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=4158265643&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=4158265643&perks=839105230,1431678320,3182497402,776531651
dimwishlist:item=1802315656&perks=1840239774,1561002382,2048641572,776531651
dimwishlist:item=1802315656&perks=1840239774,1561002382,3182497402,776531651
dimwishlist:item=1802315656&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=1802315656&perks=1840239774,1431678320,3182497402,776531651
dimwishlist:item=1802315656&perks=839105230,1561002382,2048641572,776531651
dimwishlist:item=1802315656&perks=839105230,1561002382,3182497402,776531651
dimwishlist:item=1802315656&perks=839105230,1431678320,2048641572,776531651
dimwishlist:item=1802315656&perks=839105230,1431678320,3182497402,776531651

// The Riposte
//notes:[Tier]: S / [Notes]: great perk pairing and archetype, just no origin | tags: aegis endgame pve
dimwishlist:item=3754408118&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3754408118&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=3754408118&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3754408118&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=3754408118&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3754408118&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=3754408118&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3754408118&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=866434750&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=866434750&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=866434750&perks=1840239774,1561002382,3182497402,2048641572
dimwishlist:item=866434750&perks=1840239774,1561002382,3182497402,2109543898
dimwishlist:item=866434750&perks=1840239774,1561002382,1464081238,2048641572
dimwishlist:item=866434750&perks=1840239774,1561002382,1464081238,2109543898
dimwishlist:item=866434750&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=866434750&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=866434750&perks=1840239774,1431678320,3182497402,2048641572
dimwishlist:item=866434750&perks=1840239774,1431678320,3182497402,2109543898
dimwishlist:item=866434750&perks=1840239774,1431678320,1464081238,2048641572
dimwishlist:item=866434750&perks=1840239774,1431678320,1464081238,2109543898
dimwishlist:item=866434750&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=866434750&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=866434750&perks=839105230,1561002382,3182497402,2048641572
dimwishlist:item=866434750&perks=839105230,1561002382,3182497402,2109543898
dimwishlist:item=866434750&perks=839105230,1561002382,1464081238,2048641572
dimwishlist:item=866434750&perks=839105230,1561002382,1464081238,2109543898
dimwishlist:item=866434750&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=866434750&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=866434750&perks=839105230,1431678320,3182497402,2048641572
dimwishlist:item=866434750&perks=839105230,1431678320,3182497402,2109543898
dimwishlist:item=866434750&perks=839105230,1431678320,1464081238,2048641572
dimwishlist:item=866434750&perks=839105230,1431678320,1464081238,2109543898
